,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,target
13569,47,0,289517,7,13,1,4,1,0,1,0,0,50,0, >50K.
13570,22,0,105686,1,9,0,11,3,0,1,0,0,40,0, <=50K.
13571,58,1,81132,1,9,1,11,1,2,1,0,0,80,7, >50K.
13572,25,0,68302,1,9,1,4,1,0,1,0,0,40,0, <=50K.
13573,34,0,443546,1,9,1,4,1,0,1,0,0,40,0, >50K.
13575,35,0,99462,1,9,4,7,3,4,0,0,0,40,0, <=50K.
13576,36,0,224541,3,10,1,4,1,0,1,0,0,40,0, >50K.
13578,41,0,118921,1,9,4,11,3,0,0,0,0,60,0, <=50K.
13579,46,0,155489,7,13,1,3,1,0,1,0,0,50,0, >50K.
13580,38,2,248919,7,13,4,3,2,0,1,27828,0,35,0, >50K.
13581,47,0,139268,7,13,0,7,2,0,1,27828,0,38,0, >50K.
13582,43,2,245056,15,1,1,10,1,1,1,0,0,40,9, <=50K.
13583,39,0,433592,1,9,1,10,1,1,1,0,0,45,0, >50K.
13584,29,0,336624,7,13,0,3,2,0,1,8614,0,40,0, >50K.
13585,47,0,177858,7,13,5,6,2,0,0,27828,0,60,0, >50K.
13586,37,0,207066,3,10,0,6,2,0,1,0,0,40,0, <=50K.
13587,19,0,56750,3,10,0,6,2,0,0,0,0,30,0, <=50K.
13588,67,0,110331,11,5,4,5,5,0,0,0,0,20,0, <=50K.
13589,40,0,84801,7,13,1,6,1,0,1,7688,0,40,0, >50K.
13590,53,1,175897,1,9,1,4,1,0,1,0,0,40,0, <=50K.
13591,31,0,369027,1,9,1,10,1,1,1,0,0,37,0, <=50K.
13592,56,0,170411,1,9,4,13,0,0,1,4101,0,38,0, <=50K.
13593,47,0,171751,1,9,4,8,2,0,0,0,0,40,0, <=50K.
13594,37,0,61518,1,9,1,8,1,0,1,0,0,50,0, <=50K.
13595,31,0,214235,1,9,1,8,1,0,1,0,1977,40,0, >50K.
13597,44,0,154993,3,10,3,4,3,0,0,0,0,55,0, <=50K.
13598,33,0,160594,3,10,1,6,1,0,1,7298,0,40,0, >50K.
13599,22,0,258298,3,10,0,5,0,0,1,0,0,35,0, <=50K.
13600,52,0,192666,13,8,3,0,3,1,1,0,0,40,0, <=50K.
13601,33,0,156602,7,13,0,8,0,0,1,3325,0,43,0, <=50K.
13602,31,0,122116,10,11,1,4,1,0,1,0,0,40,0, <=50K.
13603,75,1,73433,1,9,1,2,1,0,1,0,2467,40,24, <=50K.
13604,50,0,99185,1,9,0,5,2,0,1,0,0,40,0, <=50K.
13605,36,0,203828,1,9,1,4,1,0,1,0,0,40,23, <=50K.
13606,58,1,101480,10,11,2,5,2,0,0,0,0,40,0, <=50K.
13607,20,5,134815,11,5,0,4,3,0,1,0,625,40,0, <=50K.
13608,36,4,235195,3,10,3,3,3,0,0,0,0,32,0, <=50K.
13609,26,0,93169,2,12,1,5,4,0,0,0,0,40,0, <=50K.
13610,58,1,36091,8,14,0,6,2,4,0,0,0,40,0, <=50K.
13611,57,0,124318,1,9,1,5,4,0,0,0,0,45,0, <=50K.
13612,46,5,188861,8,14,0,6,2,0,1,0,1564,50,0, >50K.
13614,42,2,54651,5,15,1,3,1,0,1,0,0,40,21, >50K.
13615,34,0,169496,3,10,1,11,1,0,1,0,0,40,0, >50K.
13616,57,0,34366,3,10,1,10,1,0,1,0,0,50,0, <=50K.
13617,35,4,213076,7,13,1,13,1,0,1,0,0,40,0, <=50K.
13618,36,1,161132,3,10,0,13,2,0,1,0,0,56,0, <=50K.
13619,46,0,479406,7,13,1,8,1,0,1,0,1672,40,0, <=50K.
13620,39,0,115618,1,9,1,10,1,0,1,0,0,50,0, <=50K.
13621,25,5,158033,1,9,0,0,2,0,1,0,0,65,0, <=50K.
13622,43,0,108682,3,10,1,0,1,0,1,0,0,40,0, >50K.
13623,26,0,430195,0,7,3,2,3,1,1,0,0,40,0, <=50K.
13624,46,1,138107,8,14,1,6,1,0,1,0,1902,60,0, >50K.
13625,27,0,215014,1,9,1,4,1,0,1,0,0,40,0, <=50K.
13626,35,0,183279,1,9,1,4,1,0,1,0,0,40,0, <=50K.
13627,68,2,119056,1,9,0,8,2,0,1,0,0,24,0, >50K.
13628,52,0,158583,3,10,4,7,2,0,0,0,0,36,0, <=50K.
13629,26,0,242464,10,11,0,6,2,0,1,0,0,50,0, <=50K.
13630,27,0,35204,3,10,1,4,1,0,1,0,0,46,0, <=50K.
13631,52,0,233149,8,14,1,8,1,0,1,15024,0,40,0, >50K.
13632,54,0,182855,6,4,4,5,2,0,0,0,0,40,0, <=50K.
13633,29,0,189346,1,9,0,10,3,0,1,0,0,40,0, <=50K.
13634,39,0,82726,3,10,1,8,4,0,0,0,0,40,0, <=50K.
13635,38,0,179481,3,10,1,6,1,0,1,0,0,45,0, >50K.
13636,19,0,167428,1,9,0,10,0,0,1,0,0,30,0, <=50K.
13637,22,0,182117,3,10,0,4,0,0,1,0,0,40,0, <=50K.
13638,58,0,162970,3,10,1,8,1,0,1,0,1977,60,0, >50K.
13639,39,0,421633,2,12,4,5,3,1,0,0,0,40,0, <=50K.
13640,20,4,231931,3,10,0,3,0,0,1,0,0,40,0, <=50K.
13641,26,0,132749,3,10,0,5,0,0,0,0,0,40,0, <=50K.
13642,22,0,254351,1,9,0,2,2,0,1,0,0,45,0, <=50K.
13643,31,4,152109,10,11,4,13,2,0,1,0,0,40,0, <=50K.
13644,42,0,100479,7,13,1,8,1,0,1,0,0,40,0, >50K.
13645,53,1,222405,1,9,0,2,2,1,1,0,0,40,0, <=50K.
13646,32,0,117028,1,9,1,4,1,0,1,0,0,40,0, <=50K.
13647,33,0,91163,1,9,3,2,5,1,0,0,0,40,0, <=50K.
13648,36,0,150104,8,14,1,3,4,0,0,0,0,40,0, >50K.
13649,39,0,114605,1,9,1,0,1,0,1,0,0,40,0, <=50K.
13650,33,0,348152,3,10,0,5,2,0,1,0,0,40,0, <=50K.
13651,33,0,174463,1,9,0,4,0,0,1,0,0,35,0, <=50K.
13652,47,0,180243,7,13,0,8,5,0,0,0,0,40,0, <=50K.
13653,31,0,238816,10,11,1,7,1,0,1,0,0,40,0, <=50K.
13654,18,0,275848,13,8,0,8,5,0,0,0,0,16,0, <=50K.
13655,51,0,114520,1,9,4,8,3,0,1,0,0,16,0, <=50K.
13656,34,4,275880,7,13,3,6,3,1,0,0,0,38,0, <=50K.
13657,39,0,188148,3,10,0,11,3,1,0,0,0,48,0, <=50K.
13658,42,0,112494,3,10,1,4,1,0,1,7298,0,35,0, >50K.
13660,27,0,278736,9,3,1,4,1,0,1,0,0,40,3, <=50K.
13662,33,0,252257,5,15,0,3,2,0,0,0,0,40,0, <=50K.
13664,27,0,321456,3,10,1,13,1,0,1,0,0,40,0, <=50K.
13665,45,5,200825,7,13,1,6,1,0,1,0,0,50,0, >50K.
13666,19,0,86143,1,9,0,8,0,2,1,0,0,20,7, <=50K.
13667,40,4,353687,1,9,1,6,4,0,0,0,0,40,0, >50K.
13668,43,1,212847,1,9,4,10,2,0,1,0,0,40,0, <=50K.
13669,60,0,154589,1,9,1,4,1,0,1,3103,0,35,0, >50K.
13670,42,0,183765,3,10,1,8,1,0,1,0,0,50,0, <=50K.
13671,28,0,186672,1,9,0,5,2,1,1,0,0,40,31, <=50K.
13672,50,0,249096,3,10,1,10,1,0,1,0,0,60,0, >50K.
13673,27,0,190784,1,9,1,4,1,0,1,3137,0,45,0, <=50K.
13674,25,0,144516,1,9,0,10,2,0,1,0,0,40,0, <=50K.
13675,53,0,124993,1,9,1,3,1,0,1,0,0,43,0, >50K.
13676,24,0,111376,1,9,0,11,2,0,1,0,0,40,0, <=50K.
13677,40,0,300838,14,2,1,4,1,3,1,0,0,40,3, <=50K.
13678,28,0,359049,1,9,0,7,2,0,1,0,1092,60,0, <=50K.
13680,46,2,366089,7,13,1,8,1,0,1,0,0,60,0, >50K.
13681,19,0,110998,3,10,0,5,0,2,0,0,0,40,7, <=50K.
13682,23,0,60409,3,10,0,7,2,0,0,0,0,40,0, <=50K.
13683,55,0,129263,1,9,4,11,3,0,1,0,0,40,0, <=50K.
13684,48,0,219967,11,5,1,4,1,0,1,0,0,40,0, <=50K.
13685,45,0,171540,1,9,1,4,1,0,1,0,0,40,0, <=50K.
13686,55,1,61708,7,13,1,6,1,0,1,0,0,40,0, >50K.
13687,36,0,294760,10,11,1,7,1,0,1,0,0,50,0, <=50K.
13688,35,0,209280,1,9,4,2,3,0,0,0,0,31,0, <=50K.
13689,31,0,208881,1,9,1,4,1,0,1,0,0,50,0, >50K.
13690,17,0,191535,0,7,0,5,0,0,1,0,0,7,0, <=50K.
13691,31,0,143851,2,12,1,3,4,0,0,0,0,40,0, >50K.
13693,20,2,428299,1,9,0,8,0,0,1,0,0,40,0, <=50K.
13694,32,2,199366,4,6,5,4,0,0,1,0,0,16,0, <=50K.
13695,34,1,484911,1,9,0,4,2,4,1,0,0,40,0, <=50K.
13696,37,0,390243,1,9,0,10,2,1,1,0,0,45,0, <=50K.
13697,55,2,204502,1,9,1,8,1,0,1,0,0,35,0, <=50K.
13698,32,2,114419,10,11,1,4,1,0,1,0,0,50,0, <=50K.
13699,49,0,79436,1,9,1,11,1,0,1,0,0,48,0, <=50K.
13700,54,0,141272,1,9,1,5,4,0,0,0,0,40,0, >50K.
13701,62,1,123749,7,13,1,6,1,0,1,0,0,40,0, >50K.
13702,18,0,101173,1,9,0,6,0,0,0,0,0,35,0, <=50K.
13703,49,0,39518,3,10,1,7,1,0,1,0,0,40,0, >50K.
13704,26,0,250038,11,5,0,1,5,0,1,0,0,40,3, <=50K.
13705,59,5,165695,7,13,1,3,1,0,1,0,0,20,0, >50K.
13706,48,1,225594,1,9,1,2,1,1,1,0,0,40,0, <=50K.
13707,21,4,51979,3,10,0,2,0,0,0,0,0,11,0, <=50K.
13708,31,0,177675,3,10,1,8,1,0,1,0,0,60,0, >50K.
13709,37,0,199739,3,10,4,4,0,0,1,0,0,40,0, <=50K.
13710,38,0,27408,1,9,0,1,2,0,1,0,0,60,0, <=50K.
13711,28,0,110169,10,11,4,5,2,0,0,0,0,3,0, <=50K.
13712,39,2,179488,1,9,1,6,1,0,1,0,0,50,0, <=50K.
13713,30,0,118551,7,13,0,8,2,0,0,0,0,35,0, >50K.
13714,71,2,157845,7,13,1,8,1,0,1,0,0,20,0, <=50K.
13715,37,2,68899,1,9,1,10,1,0,1,0,0,60,0, >50K.
13716,53,0,58535,1,9,4,8,2,0,0,0,0,40,0, <=50K.
13717,39,0,191503,7,13,1,3,1,0,1,0,1887,40,0, >50K.
13718,34,0,113364,2,12,1,2,1,0,1,0,0,35,0, <=50K.
13719,34,2,204742,1,9,1,10,1,0,1,0,0,62,0, <=50K.
13721,53,0,208122,3,10,1,10,1,3,1,0,0,60,0, >50K.
13722,46,1,174361,8,14,1,3,1,0,1,0,0,40,0, >50K.
13723,23,0,265077,7,13,0,5,0,0,0,1055,0,10,0, <=50K.
13724,50,0,241648,10,11,4,2,2,0,0,0,0,20,0, <=50K.
13725,30,0,94145,1,9,4,5,3,1,1,0,0,40,0, <=50K.
13726,32,0,178449,1,9,0,4,2,0,1,0,0,50,0, <=50K.
13727,23,0,236804,7,13,0,6,2,0,1,0,0,30,0, <=50K.
13728,53,2,187830,8,14,1,6,1,0,1,7688,0,35,0, >50K.
13729,41,0,66208,5,15,4,3,3,0,0,0,0,45,0, <=50K.
13730,42,0,219155,7,13,1,8,1,0,1,15024,0,50,0, >50K.
13731,38,0,99146,1,9,1,10,1,0,1,0,0,65,0, <=50K.
13732,45,0,142889,1,9,4,4,3,0,1,0,0,44,0, <=50K.
13733,56,0,136164,3,10,4,5,2,0,0,0,0,40,0, <=50K.
13734,36,0,154410,7,13,1,3,1,0,1,0,0,40,0, >50K.
13735,65,0,113293,1,9,1,4,1,0,1,0,0,40,0, <=50K.
13736,41,0,195096,7,13,1,6,1,0,1,0,0,50,0, >50K.
13737,42,0,172641,6,4,3,0,3,1,0,0,0,40,0, <=50K.
13738,43,0,265072,7,13,0,3,2,2,1,0,2258,50,0, >50K.
13739,22,0,305874,1,9,1,4,1,0,1,0,0,60,0, <=50K.
13740,51,0,312446,7,13,1,6,1,0,1,0,0,37,0, >50K.
13741,21,0,391312,1,9,0,2,2,1,0,0,0,30,0, <=50K.
13742,32,0,234976,3,10,1,6,4,0,0,0,0,55,0, <=50K.
13743,19,0,199495,3,10,0,11,0,0,1,0,0,40,0, <=50K.
13744,53,0,98561,1,9,2,7,2,0,1,0,0,39,0, >50K.
13746,17,0,188996,11,5,0,8,2,0,0,0,0,30,0, <=50K.
13747,46,4,171926,8,14,4,6,3,0,1,7430,0,50,0, >50K.
13748,45,1,310260,7,13,1,3,1,0,1,0,0,50,0, >50K.
13749,52,0,72257,1,9,4,11,2,0,1,0,0,40,0, <=50K.
13750,37,2,86643,2,12,0,10,2,0,1,0,0,50,0, <=50K.
13751,18,0,115815,0,7,0,2,0,0,1,0,0,20,0, <=50K.
13752,53,0,227475,7,13,4,8,2,0,0,0,0,40,0, <=50K.
13753,45,1,324550,8,14,1,3,1,0,1,7688,0,40,0, >50K.
13754,37,0,138105,1,9,3,4,3,0,0,0,0,40,0, <=50K.
13755,19,0,146189,0,7,0,8,3,4,1,0,0,43,0, <=50K.
13756,25,0,478836,3,10,0,6,2,0,1,0,0,40,0, <=50K.
13757,57,0,513440,8,14,1,6,1,0,1,0,0,40,3, <=50K.
13758,19,0,151806,3,10,0,2,2,0,0,0,0,40,0, <=50K.
13760,54,5,263925,1,9,4,8,2,0,1,0,0,50,0, <=50K.
13761,29,0,57617,3,10,0,2,2,0,0,0,0,34,0, <=50K.
13762,32,0,208761,1,9,0,10,2,0,1,0,0,60,0, <=50K.
13764,34,0,173854,8,14,4,6,2,0,1,27828,0,60,0, >50K.
13765,46,1,116906,8,14,0,3,2,1,0,0,2258,35,0, <=50K.
13766,43,0,163769,4,6,3,2,3,0,0,0,0,40,0, <=50K.
13767,32,3,72630,5,15,0,3,2,0,1,14084,0,55,0, >50K.
13769,67,0,24968,11,5,1,13,1,0,1,0,0,40,0, <=50K.
13770,24,0,118514,1,9,0,4,0,0,1,0,0,40,0, <=50K.
13772,42,2,99185,7,13,1,4,1,0,1,0,0,50,0, >50K.
13773,32,0,121769,3,10,1,4,1,0,1,0,0,40,0, <=50K.
13774,59,0,160271,6,4,3,0,2,0,1,0,0,40,0, <=50K.
13775,34,0,123429,3,10,1,5,1,0,1,0,0,60,0, <=50K.
13776,24,0,744929,1,9,0,6,0,1,0,0,0,40,0, <=50K.
13777,21,0,143604,3,10,0,5,0,0,0,0,0,12,0, <=50K.
13778,36,0,284582,3,10,3,8,3,0,0,0,0,40,0, <=50K.
13780,53,0,161482,7,13,4,3,2,0,0,0,0,50,0, >50K.
13781,24,2,107452,3,10,1,8,1,0,1,0,0,40,0, <=50K.
13782,38,4,534775,3,10,0,7,3,1,0,0,0,50,0, <=50K.
13783,51,0,183200,3,10,1,6,1,0,1,0,1902,40,0, <=50K.
13784,42,0,169980,3,10,1,4,1,1,1,0,0,50,0, >50K.
13785,22,0,299047,3,10,0,5,0,0,0,0,0,30,0, <=50K.
13786,53,0,92475,3,10,0,5,5,0,0,0,0,40,0, <=50K.
13787,51,0,114758,0,7,1,0,1,0,1,0,0,48,0, >50K.
13788,65,2,55894,5,15,4,7,2,0,1,0,0,40,0, <=50K.
13789,40,0,98466,0,7,1,4,1,0,1,0,0,50,0, <=50K.
13790,39,0,170174,10,11,0,5,0,0,1,14344,0,40,0, >50K.
13792,24,0,511231,1,9,0,2,0,1,1,0,0,40,0, <=50K.
13793,32,1,257849,1,9,1,10,1,0,1,0,0,40,0, <=50K.
13794,40,1,208751,7,13,4,3,3,0,0,0,0,40,0, <=50K.
13795,36,0,383566,7,13,1,6,1,0,1,15024,0,55,20, >50K.
13797,40,4,243664,7,13,1,3,4,1,0,0,0,40,0, <=50K.
13798,41,0,176716,7,13,1,3,1,0,1,0,1902,40,0, >50K.
13799,38,0,366618,1,9,4,4,2,0,1,0,0,40,0, <=50K.
13800,36,5,83748,3,10,1,6,5,2,0,0,0,70,13, <=50K.
13801,64,0,278585,1,9,3,0,3,1,0,0,0,40,0, <=50K.
13802,47,0,106942,6,4,3,2,2,0,0,0,0,38,0, <=50K.
13803,22,0,372898,3,10,0,5,0,0,0,0,0,20,0, <=50K.
13804,48,0,183610,10,11,4,7,2,0,0,0,0,40,0, <=50K.
13805,45,0,106061,0,7,1,8,1,0,1,0,0,70,0, <=50K.
13806,58,4,138130,1,9,0,7,0,1,0,0,0,40,0, <=50K.
13807,48,0,43479,10,11,1,11,1,0,1,5013,0,40,0, <=50K.
13808,49,0,118520,1,9,4,5,2,0,0,0,0,45,0, <=50K.
13809,34,3,207284,13,8,1,4,1,0,1,0,0,40,0, <=50K.
13810,43,4,598995,7,13,1,3,4,1,0,3103,0,40,0, >50K.
13811,50,4,141608,1,9,1,2,4,0,0,0,0,30,0, <=50K.
13812,31,0,230912,3,10,0,5,2,0,0,0,0,55,0, <=50K.
13813,31,0,309170,1,9,0,11,2,0,1,0,0,40,0, <=50K.
13814,57,0,27459,1,9,5,10,2,0,1,0,0,40,0, <=50K.
13815,33,2,266674,3,10,1,4,1,0,1,7298,0,56,0, >50K.
13816,52,0,93127,0,7,1,2,1,0,1,0,0,32,0, <=50K.
13817,43,5,27444,7,13,1,8,1,0,1,99999,0,40,0, >50K.
13818,30,0,131415,7,13,0,9,2,0,0,0,0,60,0, <=50K.
13819,54,0,105428,1,9,4,4,2,0,1,0,1741,40,0, <=50K.
13820,36,0,139364,7,13,5,6,2,0,1,10520,0,40,5, >50K.
13821,43,0,236936,1,9,4,6,3,0,0,0,0,47,0, >50K.
13822,35,0,109204,7,13,1,10,1,0,1,0,0,40,0, <=50K.
13823,56,0,456592,1,9,4,2,3,0,0,0,0,37,0, <=50K.
13824,34,2,173201,8,14,0,3,0,0,1,0,0,50,21, <=50K.
13826,51,0,111721,1,9,1,2,1,0,1,0,0,35,0, <=50K.
13827,39,0,268258,7,13,1,10,1,1,1,7688,0,50,0, >50K.
13828,59,0,128258,1,9,4,5,3,0,0,0,0,38,0, <=50K.
13829,46,2,525848,0,7,1,10,1,1,1,0,0,48,0, <=50K.
13830,39,0,124090,4,6,1,10,1,0,1,0,0,40,0, <=50K.
13831,67,0,249043,3,10,1,8,1,0,1,6767,0,40,0, <=50K.
13832,38,0,119098,3,10,0,7,2,0,1,0,0,42,0, <=50K.
13834,22,1,49414,3,10,0,5,0,4,0,0,0,40,0, <=50K.
13835,30,0,197886,7,13,0,8,0,0,1,0,0,40,0, >50K.
13836,39,6,334291,1,9,1,6,1,0,1,0,0,40,0, <=50K.
13839,43,2,83411,7,13,1,8,1,0,1,0,2415,40,0, >50K.
13840,47,1,209968,7,13,1,3,1,0,1,7298,0,40,0, >50K.
13841,20,0,223921,13,8,0,0,0,0,0,0,0,40,0, <=50K.
13842,52,1,133403,1,9,1,10,1,0,1,0,0,40,0, >50K.
13843,50,0,75763,10,11,1,10,1,0,1,0,0,65,0, <=50K.
13844,34,0,200401,1,9,3,10,0,0,1,0,0,25,14, <=50K.
13845,45,0,55272,10,11,1,4,1,0,1,0,0,40,0, <=50K.
13846,51,1,194970,1,9,1,6,1,0,1,0,0,40,0, >50K.
13847,38,2,143385,1,9,1,4,1,0,1,0,0,80,0, <=50K.
13848,30,0,180317,10,11,4,0,2,0,1,0,0,40,0, <=50K.
13849,19,0,255176,1,9,0,5,0,0,0,0,0,20,0, <=50K.
13850,37,1,175120,8,14,0,3,2,0,1,0,0,45,0, <=50K.
13851,38,5,66687,1,9,1,6,1,0,1,5178,0,50,25, >50K.
13852,27,3,115705,10,11,1,5,1,0,1,7298,0,50,0, >50K.
13854,32,0,111883,2,12,1,3,1,0,1,0,0,40,0, <=50K.
13855,23,0,210474,7,13,0,3,0,0,0,0,0,40,0, <=50K.
13856,26,0,123472,1,9,0,2,0,0,0,0,0,40,0, <=50K.
13857,24,0,257621,7,13,0,6,2,0,0,0,0,40,0, <=50K.
13858,35,0,341943,3,10,0,6,2,0,0,0,0,50,0, <=50K.
13859,57,0,181242,7,13,1,6,1,0,1,0,0,40,0, >50K.
13860,40,3,187164,7,13,0,7,0,0,1,0,0,40,0, <=50K.
13861,32,0,308365,1,9,0,4,5,1,1,0,0,38,0, <=50K.
13862,53,2,263439,10,11,1,8,1,0,1,0,0,50,0, >50K.
13863,23,0,442359,1,9,0,8,0,0,0,8614,0,15,0, >50K.
13864,54,2,166368,7,13,0,6,2,0,1,0,0,25,0, <=50K.
13865,21,0,116968,3,10,0,5,0,0,1,2597,0,40,0, <=50K.
13866,26,0,57593,0,7,1,4,1,0,1,0,0,40,0, <=50K.
13867,29,0,247507,4,6,0,4,2,0,1,0,0,43,0, <=50K.
13868,38,0,213512,3,10,1,8,1,0,1,0,0,50,0, <=50K.
13869,19,0,71691,0,7,0,2,0,0,1,0,0,18,0, <=50K.
13871,40,0,244835,3,10,1,8,1,0,1,15024,0,50,0, >50K.
13873,37,0,386461,9,3,4,0,3,0,1,0,0,45,3, <=50K.
13874,41,0,154714,10,11,1,4,1,0,1,0,0,40,0, >50K.
13875,47,0,281401,9,3,4,8,5,0,0,0,0,32,3, <=50K.
13876,35,0,189251,1,9,0,0,3,0,0,0,0,40,29, <=50K.
13877,39,4,102729,2,12,1,7,1,0,1,0,0,40,0, <=50K.
13878,29,0,327766,3,10,4,6,3,0,1,0,0,55,0, >50K.
13879,29,0,168479,8,14,0,8,2,0,1,0,0,40,0, <=50K.
13880,54,0,249352,7,13,1,4,1,1,1,0,0,40,0, <=50K.
13881,24,0,300008,1,9,1,5,4,0,0,0,0,40,0, <=50K.
13882,32,0,296466,1,9,1,0,1,0,1,0,0,50,0, >50K.
13883,47,0,199277,1,9,1,0,1,0,1,0,0,50,25, >50K.
13884,36,0,174242,7,13,0,6,2,0,1,0,0,60,0, <=50K.
13885,63,0,130968,11,5,4,10,2,0,1,0,0,50,0, <=50K.
13886,25,0,288440,7,13,0,7,0,0,0,0,0,40,0, <=50K.
13887,36,0,208358,3,10,1,10,1,0,1,0,0,40,0, >50K.
13888,40,2,458168,7,13,1,3,1,0,1,0,0,60,0, <=50K.
13889,23,0,37894,1,9,3,2,0,0,0,0,0,40,0, <=50K.
13890,38,2,107410,11,5,1,10,1,0,1,0,0,45,0, >50K.
13892,53,0,402016,1,9,1,11,1,0,1,0,0,52,0, >50K.
13893,60,0,258869,12,16,3,9,3,0,0,0,0,30,27, <=50K.
13894,35,0,114087,1,9,1,5,4,0,0,5013,0,40,0, <=50K.
13895,33,0,116294,7,13,0,3,0,0,0,0,0,40,0, >50K.
13896,21,0,241523,1,9,0,11,0,0,1,0,0,40,0, <=50K.
13899,45,4,310049,10,11,1,3,4,2,0,0,0,40,7, >50K.
13900,37,0,293475,2,12,0,3,2,0,0,0,0,40,0, <=50K.
13901,60,1,169015,3,10,2,6,2,0,0,0,0,40,0, <=50K.
13902,21,0,325762,3,10,0,8,0,0,0,0,0,35,0, <=50K.
13903,37,2,101561,10,11,1,1,1,0,1,0,0,50,0, >50K.
13904,41,4,52131,1,9,4,3,0,0,1,0,0,40,0, <=50K.
13905,30,0,163867,1,9,1,4,1,0,1,0,0,40,0, <=50K.
13906,29,0,204663,1,9,0,4,0,0,1,3325,0,40,0, <=50K.
13908,61,2,48846,12,16,1,3,1,0,1,0,0,55,0, >50K.
13909,30,0,264351,7,13,1,10,1,0,1,0,0,25,32, <=50K.
13910,41,0,190205,1,9,1,4,1,0,1,0,0,45,0, <=50K.
13911,29,0,254450,10,11,0,7,2,0,0,0,0,40,0, <=50K.
13912,28,2,29974,10,11,0,1,0,0,1,10520,0,45,0, >50K.
13913,53,3,40641,7,13,1,13,1,0,1,0,0,40,0, >50K.
13914,73,2,256401,12,16,1,3,1,0,1,0,0,28,0, >50K.
13915,25,0,203833,4,6,0,1,2,1,1,0,0,35,9, <=50K.
13916,30,0,277455,1,9,0,13,2,0,1,0,0,40,0, <=50K.
13917,38,0,176335,3,10,1,3,1,0,1,0,0,40,0, >50K.
13918,51,0,394690,1,9,4,6,2,0,0,0,0,40,0, <=50K.
13919,23,4,71996,7,13,0,5,0,2,0,0,0,52,0, <=50K.
13920,73,2,110787,12,16,1,6,1,0,1,1409,0,2,0, <=50K.
13921,37,4,157641,3,10,0,13,2,0,0,0,0,30,0, <=50K.
13922,72,0,164724,7,13,4,8,3,0,0,0,0,28,0, <=50K.
13923,30,2,173792,3,10,3,3,3,1,0,0,0,40,0, <=50K.
13924,23,0,163595,7,13,1,8,1,0,1,0,0,40,0, <=50K.
13926,22,0,193089,1,9,0,11,2,0,1,0,0,43,0, <=50K.
13927,28,0,190525,7,13,1,6,1,0,1,0,0,50,0, >50K.
13928,30,0,175878,1,9,1,4,1,0,1,0,0,42,0, >50K.
13929,21,0,161902,0,7,1,11,1,0,1,0,0,40,0, <=50K.
13931,42,0,89003,7,13,1,11,1,0,1,0,0,50,0, <=50K.
13932,31,0,344200,3,10,1,8,1,0,1,0,0,40,0, <=50K.
13934,35,0,85799,1,9,4,5,2,0,0,0,0,40,0, <=50K.
13936,26,0,193347,3,10,4,8,0,0,0,0,0,28,0, <=50K.
13937,45,2,176814,10,11,1,8,1,0,1,3411,0,40,0, <=50K.
13938,27,0,336162,3,10,0,5,5,0,0,0,0,40,0, <=50K.
13939,39,0,98975,7,13,0,8,2,0,0,8614,0,50,0, >50K.
13940,71,0,150943,7,13,2,6,5,0,0,0,0,40,0, <=50K.
13941,22,1,131573,3,10,0,6,0,0,0,0,0,25,0, <=50K.
13942,51,0,138852,4,6,1,4,1,0,1,0,0,50,0, <=50K.
13943,48,0,35406,10,11,3,2,2,0,0,0,0,30,0, <=50K.
13944,48,0,167159,1,9,0,5,2,0,1,0,0,40,0, <=50K.
13945,21,0,80680,1,9,0,2,2,0,0,0,0,64,0, <=50K.
13946,55,5,87584,1,9,1,5,4,0,0,0,0,10,0, <=50K.
13947,33,0,56121,1,9,0,10,2,0,1,0,0,60,0, <=50K.
13948,35,0,284358,1,9,1,6,1,0,1,0,0,50,0, >50K.
13949,22,0,224969,1,9,0,5,0,0,1,0,0,40,0, <=50K.
13950,22,0,209034,3,10,0,2,2,0,0,0,0,35,0, <=50K.
13952,19,0,57366,3,10,0,0,0,0,0,0,0,30,0, <=50K.
13953,23,0,35633,6,4,0,0,2,0,1,0,0,40,0, <=50K.
13954,29,0,191177,1,9,0,6,2,0,0,0,0,55,0, <=50K.
13955,75,0,199826,3,10,4,8,2,0,0,0,0,36,0, >50K.
13956,54,2,94323,11,5,1,4,4,4,0,0,2163,15,0, <=50K.
13958,90,0,272752,3,10,0,2,0,0,1,0,0,10,0, <=50K.
13959,34,0,228386,1,9,1,4,4,1,0,0,0,70,0, <=50K.
13960,20,0,187149,1,9,0,4,0,1,0,0,0,40,0, <=50K.
13961,24,1,335439,1,9,0,5,2,0,0,0,0,38,0, <=50K.
13962,24,0,250630,7,13,0,8,3,0,0,0,0,45,0, <=50K.
13963,45,1,272182,3,10,1,7,1,1,1,5013,0,40,0, <=50K.
13964,29,0,108574,8,14,0,3,2,0,0,0,0,40,0, >50K.
13965,47,4,185400,1,9,1,6,1,0,1,0,0,40,0, >50K.
13966,24,0,406641,1,9,0,8,3,0,0,0,0,50,0, <=50K.
13967,29,0,103634,1,9,0,13,3,0,1,0,0,35,0, <=50K.
13968,46,0,261059,3,10,1,3,1,0,1,0,0,40,0, >50K.
13969,66,0,199374,8,14,2,8,3,0,0,0,0,20,0, <=50K.
13971,32,0,147654,1,9,1,4,1,0,1,0,1902,40,0, >50K.
13972,51,0,129301,11,5,1,10,1,0,1,0,0,45,0, <=50K.
